date,cash,stock_value,total_value
2025-10-02 11:00:00,434.68519999999853,5229.089999999999,5663.775199999998
2025-10-02 11:00:00,26.67519999999854,5638.7,5665.375199999999
2025-10-02 12:00:00,405.92519999999854,5646.9062,6052.831399999999
2025-10-02 12:00:00,920.1201999999986,5131.406199999999,6051.526399999998
2025-10-02 12:00:00,510.7601999999986,5540.9762,6051.736399999999
2025-10-02 12:00:00,386.4401999999986,5664.9362,6051.376399999998
2025-10-02 12:00:00,158.88019999999858,5892.6062,6051.486399999999
2025-10-02 12:00:00,538.1301999999986,5892.6062,6430.736399999999
2025-10-02 12:00:00,296.93019999999854,6134.1312,6431.061399999999
2025-10-02 12:00:00,97.99989999999855,6332.741,6430.740899999999
2025-10-02 12:00:00,27.329899999998545,6403.271,6430.600899999999
2025-10-02 13:00:00,216.74989999999855,6413.8484,6630.598299999999
2025-10-02 13:00:00,56.669899999998535,6573.3384,6630.008299999999
2025-10-02 14:00:00,434.1898999999985,6567.4751,7001.664999999998
2025-10-02 14:00:00,773.0098999999984,6229.3951,7002.404999999998
2025-10-02 14:00:00,961.7698999999984,6229.3951,7191.164999999998
2025-10-02 14:00:00,1131.1798999999985,6060.3551,7191.534999999998
2025-10-02 14:00:00,910.6398999999985,6280.3551,7190.994999999998
2025-10-02 14:00:00,1171.0848999999985,6019.8351,7190.919999999998
2025-10-02 14:00:00,1509.9048999999984,5681.7551,7191.659999999999
2025-10-02 14:00:00,1770.3498999999983,5421.2351,7191.584999999998
2025-10-02 14:00:00,1956.6798999999983,5235.1901,7191.869999999998
2025-10-02 14:00:00,2027.3598999999983,5164.3601,7191.719999999998
2025-10-02 14:00:00,1433.6998999999983,5756.9001,7190.5999999999985
2025-10-02 14:00:00,923.2798999999983,5756.9001,6680.1799999999985
2025-10-02 14:00:00,1112.0398999999984,5756.9001,6868.939999999999
2025-10-02 14:00:00,828.2998999999984,5756.9001,6585.199999999998
2025-10-02 14:00:00,668.7798999999984,5916.080099999999,6584.859999999998
2025-10-02 15:00:00,857.6798999999984,5925.346299999999,6783.0261999999975
2025-10-02 15:00:00,1027.3798999999983,5925.346299999999,6952.726199999997
2025-10-02 15:00:00,110.81209999999828,5925.346299999999,6036.1583999999975
2025-10-02 15:00:00,296.70209999999827,5738.306299999999,6035.008399999998
2025-10-02 15:00:00,182.91209999999825,5851.7762999999995,6034.688399999998
2025-10-02 15:00:00,589.9120999999982,5443.086299999999,6032.998399999997
2025-10-02 15:00:00,996.9120999999982,5034.396299999999,6031.308399999998
2025-10-02 15:00:00,686.8370999999981,5343.271299999999,6030.108399999997
2025-10-02 15:00:00,448.08209999999815,5582.0413,6030.123399999998
2025-10-02 15:00:00,48.704099999998164,5979.7038999999995,6028.407999999998
2025-10-02 15:00:00,237.60409999999817,5979.7038999999995,6217.307999999997
2025-10-02 15:00:00,407.30409999999813,5979.7038999999995,6387.007999999998
2025-10-02 15:00:00,248.13409999999814,6138.8839,6387.017999999998
2025-10-02 15:00:00,655.1340999999982,5730.1939,6385.327999999999
2025-10-02 15:00:00,844.0340999999981,5730.1939,6574.227999999998
2025-10-02 15:00:00,466.23409999999814,5730.1939,6196.427999999998
2025-10-02 15:00:00,296.53409999999815,5730.1939,6026.727999999998
2025-10-02 15:00:00,127.48909999999816,5899.0389000000005,6026.527999999998
2025-10-02 15:00:00,17.47409999999816,6009.5989,6027.0729999999985
2025-10-02 15:00:00,206.37409999999818,6009.5989,6215.972999999998
2025-10-02 15:00:00,395.27409999999816,6009.5989,6404.872999999998
2025-10-02 15:00:00,564.9740999999981,6009.5989,6574.5729999999985
2025-10-02 15:00:00,848.794099999998,6009.5989,6858.392999999998
2025-10-02 15:00:00,507.429599999998,6349.099399999999,6856.528999999997
2025-10-02 15:00:00,135.02959999999797,6722.099399999999,6857.128999999997
2025-10-02 15:00:00,48.194599999997976,6808.829399999999,6857.023999999997
2025-10-02 15:00:00,172.22459999999796,6685.2793999999985,6857.503999999996
2025-10-02 15:00:00,689.2545999999979,6169.6694,6858.923999999997
2025-10-02 15:00:00,311.4545999999979,6169.6694,6481.123999999998
2025-10-02 15:00:00,141.75459999999794,6169.6694,6311.423999999997
2025-10-02 15:00:00,460.0945999999979,5851.309399999999,6311.403999999997
2025-10-02 15:00:00,584.1245999999979,5727.7594,6311.883999999998
2025-10-02 15:00:00,398.23459999999795,5914.799399999999,6313.033999999997
2025-10-02 15:00:00,584.434599999998,5728.299399999999,6312.733999999997
